iteration,reward_mean,length_mean,games,loss
98500,14.62,17.62,8,0.04867466539144516
99000,17.38,20.38,8,0.00459692906588316
99500,11.5,14.5,8,0.016979418694972992
100000,19.62,22.62,8,0.010975788347423077
100500,17.56,20.56,9,0.009620413184165955
101000,16.62,19.62,8,0.00691224355250597
101500,20.5,23.5,8,0.00854070670902729
102000,12.88,15.88,8,0.006790879648178816
102500,22.62,25.62,8,0.01890883594751358
103000,17.12,20.12,8,0.00896990392357111
103500,18.25,21.25,8,0.02791306935250759
104000,14.62,17.62,8,0.006171137094497681
104500,13.25,16.25,8,0.007813158445060253
105000,17.5,20.5,8,0.016899196431040764
105500,14.75,17.75,8,0.010137767530977726
106000,17.88,20.88,8,0.0069862171076238155
106500,19.38,22.38,8,0.02604583650827408
107000,15.75,18.75,8,0.020406821742653847
107500,18.5,21.5,8,0.01426604576408863
108000,20.62,23.62,8,0.010652633383870125
108500,10.12,13.12,8,0.0062002455815672874
109000,19.75,22.75,8,0.022628961130976677
109500,15.38,18.38,8,0.01440946664661169
110000,18.0,21.0,8,0.012736206874251366
110500,14.62,17.62,8,0.016660653054714203
111000,12.62,15.62,8,0.006873978301882744
111500,17.75,20.75,8,0.02656032331287861
112000,14.62,17.62,8,0.007630852982401848
112500,15.12,18.12,8,0.006932713091373444
113000,20.25,23.25,8,0.014418764039874077
113500,17.0,20.0,8,0.0191362164914608
114000,16.62,19.62,8,0.01394544169306755
114500,19.75,22.75,8,0.02432188205420971
115000,12.62,15.62,8,0.006393326446413994
115500,17.5,20.5,8,0.030240556225180626
116000,18.12,21.12,8,0.007577579468488693
116500,11.75,14.75,8,0.05344569310545921
117000,16.25,19.25,8,0.034349918365478516
117500,14.75,17.75,8,0.014469096437096596
118000,15.5,18.5,8,0.004989599343389273
118500,18.62,21.62,8,0.005930695682764053
119000,14.38,17.38,8,0.026369625702500343
119500,17.88,20.88,8,0.022439900785684586
120000,20.62,23.62,8,0.029086638242006302
120500,18.0,21.0,8,0.016285547986626625
121000,14.0,17.0,8,0.015292310155928135
121500,15.38,18.38,8,0.01923554204404354
122000,20.62,23.62,8,0.0074426583014428616
122500,13.5,16.5,8,0.009387391619384289
123000,20.12,23.12,8,0.03128295764327049
123500,15.75,18.75,8,0.024789998307824135
124000,16.75,19.75,8,0.02620970457792282
124500,18.62,21.62,8,0.01922745071351528
125000,21.62,24.62,8,0.02133600041270256
125500,23.38,26.38,8,0.01560511440038681
126000,22.25,25.25,8,0.009706186130642891
126500,13.88,16.88,8,0.01742575876414776
127000,18.5,21.5,8,0.010553140193223953
127500,15.38,18.38,8,0.008638276718556881
128000,20.38,23.38,8,0.010566500015556812
128500,16.62,19.62,8,0.015642469748854637
129000,13.5,16.5,8,0.006998799741268158
129500,17.88,20.88,8,0.015003658831119537
130000,19.75,22.75,8,0.025832217186689377
130500,11.25,14.25,8,0.01886778697371483
131000,19.88,22.88,8,0.015224533155560493
131500,23.5,26.5,8,0.01432899758219719
132000,21.62,24.62,8,0.01685290038585663
132500,20.75,23.75,8,0.013640128076076508
133000,14.38,17.38,8,0.024655630812048912
133500,21.5,24.5,8,0.013207271695137024
134000,14.12,17.12,8,0.026930009946227074
134500,21.38,24.38,8,0.01986589841544628
135000,18.75,21.75,8,0.01670972630381584
135500,21.5,24.5,8,0.01818225532770157
136000,25.62,28.62,8,0.012420275248587132
136500,22.0,25.0,8,0.016733722761273384
137000,24.25,27.25,8,0.017901182174682617
137500,16.88,19.88,8,0.009991021826863289
138000,20.88,23.88,8,0.011476222425699234
138500,22.5,25.5,8,0.005858335644006729
139000,17.0,20.0,8,0.003718186169862747
139500,22.38,25.38,8,0.01083099003881216
140000,20.38,23.38,8,0.007387664169073105
140500,22.89,25.89,9,0.017572563141584396
141000,18.38,21.38,8,0.009860727936029434
141500,17.88,20.88,8,0.009686458855867386
142000,16.11,19.11,9,0.01065843552350998
142500,15.5,18.5,8,0.03525416553020477
143000,19.75,22.75,8,0.01307036355137825
143500,21.5,24.5,8,0.008067196235060692
144000,20.25,23.25,8,0.02875521034002304
144500,21.75,24.75,8,0.03808412328362465
145000,18.0,21.0,8,0.007826967164874077
145500,18.62,21.62,8,0.01006641611456871
146000,17.5,20.5,8,0.010252540931105614
146500,19.25,22.25,8,0.019119329750537872
147000,22.12,25.12,8,0.00894387997686863
147500,18.25,21.25,8,0.0180385559797287
148000,11.62,14.62,8,0.005334965884685516
148500,18.22,21.22,9,0.006884944625198841
149000,15.5,18.5,8,0.014801972545683384
149500,16.12,19.12,8,0.017327450215816498
150000,20.25,23.25,8,0.008333330973982811
150500,22.38,25.38,8,0.003515917807817459
151000,19.0,22.0,8,0.004395736381411552
151500,20.62,23.62,8,0.008299939334392548
152000,19.25,22.25,8,0.005416200030595064
152500,19.38,22.38,8,0.006521263159811497
153000,22.88,25.88,8,0.016932247206568718
153500,18.0,21.0,8,0.04653478413820267
154000,15.88,18.88,8,0.022868622094392776
154500,22.38,25.38,8,0.007550735026597977
155000,19.62,22.62,8,0.016736596822738647
155500,19.75,22.75,8,0.015423578210175037
156000,22.0,25.0,8,0.0052077434957027435
156500,25.11,27.78,9,0.011112657375633717
157000,15.25,18.25,8,0.004549928940832615
157500,18.38,21.38,8,0.004942982457578182
158000,16.62,19.62,8,0.015288266353309155
158500,15.0,18.0,8,0.008257136680185795
159000,17.0,20.0,8,0.006465469487011433
159500,19.38,22.38,8,0.01112352591007948
160000,14.75,17.75,8,0.006809178274124861
160500,15.38,18.38,8,0.023864910006523132
161000,21.88,24.88,8,0.027850084006786346
161500,17.25,20.25,8,0.006476760376244783
162000,18.5,21.5,8,0.027803432196378708
162500,17.25,20.25,8,0.010125527158379555
163000,20.25,23.25,8,0.017729513347148895
163500,21.12,24.12,8,0.015885548666119576
164000,25.25,28.25,8,0.019408611580729485
164500,24.5,27.5,8,0.016465840861201286
165000,18.62,21.62,8,0.013190986588597298
165500,19.75,22.75,8,0.021083125844597816
166000,14.5,17.5,8,0.05005419999361038
166500,14.25,17.25,8,0.04410209506750107
167000,10.62,13.62,8,0.028685810044407845
167500,19.5,22.5,8,0.019557643681764603
168000,16.12,19.12,8,0.015404059551656246
168500,13.62,16.62,8,0.007992994040250778
169000,18.88,21.88,8,0.040564876049757004
169500,20.0,23.0,8,0.01558485347777605
170000,17.75,20.75,8,0.02533729374408722
170500,20.12,23.12,8,0.014969570562243462
171000,19.12,22.12,8,0.03030235320329666
171500,25.62,28.62,8,0.032346755266189575
172000,20.12,23.12,8,0.004288710653781891
172500,14.25,17.25,8,0.011291185393929482
173000,17.5,20.5,8,0.03253260254859924
173500,19.5,22.5,8,0.0074574607424438
174000,22.75,25.75,8,0.012259569019079208
174500,23.0,26.0,8,0.005370638333261013
175000,17.5,20.5,8,0.009583408012986183
175500,22.88,25.88,8,0.006316686514765024
176000,24.0,27.0,8,0.021201374009251595
176500,19.12,22.12,8,0.02146412804722786
177000,18.12,21.12,8,0.039091259241104126
177500,24.62,27.62,8,0.007974769920110703
178000,20.75,23.75,8,0.011189285665750504
178500,20.5,23.5,8,0.007773158140480518
179000,23.12,26.12,8,0.008788404986262321
179500,21.75,24.75,8,0.00983685627579689
180000,15.88,18.88,8,0.012568889185786247
180500,19.25,22.25,8,0.013802420347929
181000,24.5,27.5,8,0.00791352242231369
181500,22.25,25.25,8,0.022808372974395752
182000,22.88,25.88,8,0.017152652144432068
182500,22.75,25.75,8,0.008393930271267891
183000,16.75,19.75,8,0.01724703051149845
183500,23.62,26.62,8,0.008524417877197266
184000,20.0,23.0,8,0.01388363353908062
184500,14.75,17.75,8,0.015127154067158699
185000,25.5,28.5,8,0.0033365334384143353
185500,19.25,22.25,8,0.023596564307808876
186000,21.25,24.25,8,0.020280130207538605
186500,19.25,22.25,8,0.02604864537715912
187000,13.12,16.12,8,0.01290778536349535
187500,21.62,24.62,8,0.0051917098462581635
188000,19.38,22.38,8,0.009323403239250183
188500,18.67,21.67,9,0.01278783194720745
189000,18.88,21.88,8,0.0251618605107069
189500,10.62,13.62,8,0.018053662031888962
190000,19.62,22.62,8,0.01225617527961731
190500,18.38,21.38,8,0.00451589934527874
191000,16.62,19.62,8,0.005040079355239868
191500,18.5,21.5,8,0.007918979041278362
192000,20.0,23.0,8,0.010289302095770836
192500,21.62,24.62,8,0.004215473309159279
193000,19.75,22.75,8,0.008215269073843956
193500,16.12,19.12,8,0.032498009502887726
194000,8.75,11.75,8,0.013348132371902466
194500,17.5,20.5,8,0.02400447055697441
195000,23.25,26.25,8,0.008901134133338928
195500,25.5,28.5,8,0.012058991007506847
196000,15.12,18.12,8,0.009987251833081245
196500,21.38,24.38,8,0.01751019060611725
197000,19.5,22.5,8,0.004985264502465725
197500,20.75,23.75,8,0.017396166920661926
198000,28.12,31.12,8,0.006481505930423737
198500,23.38,26.38,8,0.012394927442073822
199000,21.25,24.25,8,0.0046959263272583485
199500,17.88,20.88,8,0.005175023339688778
200000,16.38,19.38,8,0.009321091696619987
