iteration,reward_mean,length_mean,games,loss
88500,19.38,22.38,8,0.015023057349026203
89000,16.12,19.12,8,0.011610161513090134
89500,11.12,14.12,8,0.016847757622599602
90000,19.38,22.38,8,0.010038180276751518
90500,19.62,22.62,8,0.019003067165613174
91000,19.62,22.62,8,0.008025918155908585
91500,18.88,21.88,8,0.00882588792592287
92000,20.5,23.5,8,0.009724996984004974
92500,20.0,23.0,8,0.008501394651830196
93000,18.5,21.5,8,0.011545401066541672
93500,19.5,22.5,8,0.013811251148581505
94000,14.62,17.62,8,0.008544838055968285
94500,19.25,22.25,8,0.007850326597690582
95000,14.0,17.0,8,0.007201426196843386
95500,19.75,22.75,8,0.0067308396100997925
96000,17.78,20.78,9,0.025357846170663834
96500,19.12,22.12,8,0.012537761591374874
97000,17.25,20.25,8,0.015141600742936134
97500,15.88,18.88,8,0.02653200551867485
98000,19.0,22.0,8,0.012424193322658539
98500,17.88,20.88,8,0.015329419635236263
99000,16.0,19.0,8,0.012181408703327179
99500,19.0,22.0,8,0.015396678820252419
100000,20.12,23.12,8,0.009075718000531197
100500,17.5,20.5,8,0.013945451937615871
101000,22.88,25.88,8,0.013276604935526848
101500,20.88,23.88,8,0.02423960715532303
102000,19.25,22.25,8,0.010382408276200294
102500,25.38,28.38,8,0.008497715927660465
103000,22.88,25.88,8,0.01195484772324562
103500,20.88,23.88,8,0.007143482565879822
104000,16.88,19.88,8,0.013053139671683311
104500,17.12,20.12,8,0.008216391317546368
105000,19.62,22.62,8,0.02150348573923111
105500,19.38,22.38,8,0.006125312298536301
106000,19.88,22.88,8,0.01124805212020874
106500,18.38,21.38,8,0.022605888545513153
107000,21.62,24.62,8,0.01058986410498619
107500,18.25,21.25,8,0.00962881650775671
108000,21.25,24.25,8,0.015043306164443493
108500,23.75,26.75,8,0.00914844498038292
109000,17.88,20.88,8,0.010723814368247986
109500,22.75,25.75,8,0.007795871701091528
110000,18.75,21.75,8,0.017035532742738724
110500,19.12,22.12,8,0.011950710788369179
111000,20.38,23.38,8,0.014347468502819538
111500,15.12,18.12,8,0.0240266565233469
112000,20.5,23.5,8,0.013117226772010326
112500,22.38,25.38,8,0.010807467624545097
113000,22.25,25.25,8,0.010040570981800556
113500,14.5,17.5,8,0.008973577991127968
114000,22.38,25.38,8,0.009335648268461227
114500,17.5,20.5,8,0.014825832098722458
115000,14.38,17.38,8,0.011809533461928368
115500,21.88,24.88,8,0.00987078808248043
116000,24.75,27.75,8,0.008293870836496353
116500,15.12,18.12,8,0.013150868937373161
117000,18.88,21.88,8,0.013516534119844437
117500,23.62,26.62,8,0.01307258103042841
118000,23.0,26.0,8,0.01332329586148262
118500,26.38,29.38,8,0.016670014709234238
119000,16.0,19.0,8,0.01247952226549387
119500,21.75,24.75,8,0.014195474795997143
120000,21.12,24.12,8,0.01712113618850708
120500,28.0,31.0,8,0.006461690180003643
121000,19.25,22.25,8,0.0075701442547142506
121500,22.0,25.0,8,0.014501063153147697
122000,19.0,22.0,8,0.007511108182370663
122500,19.5,22.5,8,0.011739745736122131
123000,19.88,22.88,8,0.009641140699386597
123500,20.75,23.75,8,0.018326472491025925
124000,17.62,20.62,8,0.012643788009881973
124500,23.38,26.38,8,0.020011182874441147
125000,25.25,28.25,8,0.013254526071250439
125500,21.5,24.5,8,0.01753474399447441
126000,25.75,28.75,8,0.0072170733474195
126500,22.5,25.5,8,0.011593442410230637
127000,22.38,25.38,8,0.008418467827141285
127500,15.5,18.5,8,0.01346830278635025
128000,19.88,22.88,8,0.012881295755505562
128500,20.5,23.5,8,0.006180219817906618
129000,20.0,23.0,8,0.005228213965892792
129500,23.62,26.62,8,0.007074241992086172
130000,21.12,24.12,8,0.008631391450762749
130500,20.75,23.75,8,0.007727206684648991
131000,19.62,22.62,8,0.009005991742014885
131500,19.88,22.88,8,0.007384754717350006
132000,23.38,26.38,8,0.009617418982088566
132500,20.12,23.12,8,0.017177507281303406
133000,25.88,28.88,8,0.009416287764906883
133500,17.12,20.12,8,0.022627269849181175
134000,21.25,24.25,8,0.010413155891001225
134500,21.5,24.5,8,0.009133708663284779
135000,20.0,23.0,8,0.011118270456790924
135500,22.12,25.12,8,0.022793926298618317
136000,23.12,26.12,8,0.023938056081533432
136500,16.88,19.88,8,0.013616545125842094
137000,18.62,21.62,8,0.010194147936999798
137500,20.88,23.88,8,0.010782193392515182
138000,14.0,17.0,8,0.011148599907755852
138500,22.12,25.12,8,0.013163607567548752
139000,18.12,21.12,8,0.008317799307405949
139500,23.25,26.25,8,0.010008193552494049
140000,18.88,21.88,8,0.010047739371657372
140500,23.62,26.62,8,0.013407806865870953
141000,19.5,22.5,8,0.013823054730892181
141500,24.5,27.5,8,0.012217125855386257
142000,25.5,28.5,8,0.021035514771938324
142500,19.75,22.75,8,0.017546089366078377
143000,16.5,19.5,8,0.01556721143424511
143500,23.75,26.75,8,0.007635314017534256
144000,17.75,20.75,8,0.013391843065619469
144500,22.25,25.25,8,0.023999076336622238
145000,20.62,23.62,8,0.007677131332457066
145500,21.62,24.62,8,0.012357505038380623
146000,20.12,23.12,8,0.011189956218004227
146500,19.0,22.0,8,0.020569559186697006
147000,24.0,27.0,8,0.00917129311710596
147500,18.88,21.88,8,0.008886238560080528
148000,19.62,22.62,8,0.012856649234890938
148500,22.12,25.12,8,0.01824406161904335
149000,26.5,29.5,8,0.011203796602785587
149500,20.0,23.0,8,0.01314488798379898
150000,23.38,26.38,8,0.008373156189918518
150500,25.0,28.0,8,0.009143592789769173
151000,26.5,29.5,8,0.004884880967438221
151500,20.25,23.25,8,0.010728329420089722
152000,27.75,30.75,8,0.008451400324702263
152500,24.88,27.88,8,0.008988916873931885
153000,20.38,23.38,8,0.014173690229654312
153500,26.0,29.0,8,0.01328879315406084
154000,25.12,28.12,8,0.0072413962334394455
154500,14.88,17.88,8,0.00878763198852539
155000,21.75,24.75,8,0.012573307380080223
155500,25.0,28.0,8,0.01626148447394371
156000,18.0,21.0,8,0.012263371609151363
156500,16.12,19.12,8,0.010048243217170238
157000,20.38,23.38,8,0.0073690153658390045
157500,24.62,27.62,8,0.027559231966733932
158000,18.25,21.25,8,0.009761698544025421
158500,17.25,20.25,8,0.009894421324133873
159000,23.0,26.0,8,0.013353317975997925
159500,23.12,26.12,8,0.01150599867105484
160000,24.44,27.44,9,0.006480151787400246
160500,24.88,27.88,8,0.018197322264313698
161000,21.12,24.12,8,0.012811312451958656
161500,19.62,22.62,8,0.006793334148824215
162000,18.12,21.12,8,0.021315883845090866
162500,23.25,26.25,8,0.01228424720466137
163000,26.38,29.38,8,0.02564254030585289
163500,17.25,20.25,8,0.009694427251815796
164000,22.75,25.75,8,0.006883507594466209
164500,20.0,23.0,8,0.009711848571896553
165000,19.56,22.56,9,0.013005288317799568
165500,26.38,29.38,8,0.005524748936295509
166000,15.38,18.38,8,0.008527860045433044
166500,23.12,26.12,8,0.014291778206825256
167000,18.62,21.62,8,0.012114381417632103
167500,21.0,24.0,8,0.01749575510621071
168000,17.38,20.38,8,0.011198585852980614
168500,24.38,27.38,8,0.012255702167749405
169000,23.88,26.88,8,0.010221006348729134
169500,22.5,25.5,8,0.010393660515546799
170000,23.0,26.0,8,0.016996754333376884
170500,19.75,22.75,8,0.007516396231949329
171000,22.12,25.12,8,0.010286693461239338
171500,20.25,23.25,8,0.006424147170037031
172000,19.75,22.75,8,0.01360304281115532
172500,24.25,27.25,8,0.010448446497321129
173000,17.5,20.5,8,0.009897196665406227
173500,19.88,22.88,8,0.01163623109459877
174000,27.0,30.0,8,0.00785101018846035
174500,19.38,22.38,8,0.008790796622633934
175000,19.38,22.38,8,0.009477728977799416
175500,17.12,20.12,8,0.021236488595604897
176000,19.38,22.38,8,0.00716057512909174
176500,18.5,21.5,8,0.010368116199970245
177000,20.25,23.25,8,0.007794087752699852
177500,20.88,23.88,8,0.009816067293286324
178000,23.0,26.0,8,0.00860660895705223
178500,21.12,24.12,8,0.00781933031976223
179000,18.0,21.0,8,0.008753808215260506
179500,20.88,23.88,8,0.018768759444355965
180000,24.75,27.75,8,0.016685908660292625
180500,24.12,27.12,8,0.011120906099677086
181000,22.25,25.25,8,0.015620524995028973
181500,19.62,22.62,8,0.028792088851332664
182000,17.38,20.38,8,0.014548296108841896
182500,23.75,26.75,8,0.008814732544124126
183000,18.88,21.88,8,0.01207306981086731
183500,23.0,26.0,8,0.010496510192751884
184000,17.5,20.5,8,0.009113214910030365
184500,25.25,28.25,8,0.012112569063901901
185000,22.88,25.88,8,0.0067209419794380665
185500,20.5,23.5,8,0.03389330580830574
186000,17.5,20.5,8,0.017508510500192642
186500,21.25,24.25,8,0.012380864471197128
187000,26.5,29.5,8,0.013600066304206848
187500,23.38,26.38,8,0.01014671940356493
188000,21.12,24.12,8,0.015554620884358883
188500,26.38,29.38,8,0.014524747617542744
189000,26.25,29.25,8,0.01627466082572937
189500,22.25,25.25,8,0.0158066488802433
190000,21.38,24.38,8,0.016275016590952873
190500,22.12,25.12,8,0.013327589258551598
191000,20.12,23.12,8,0.009837919846177101
191500,22.75,25.75,8,0.007952532730996609
192000,20.5,23.5,8,0.010337281040847301
192500,22.12,25.12,8,0.007287012413144112
193000,20.25,23.25,8,0.016941091045737267
193500,21.12,24.12,8,0.013110572472214699
194000,23.75,26.75,8,0.01554166991263628
194500,18.0,21.0,8,0.017452595755457878
195000,23.75,26.75,8,0.017955269664525986
195500,21.12,24.12,8,0.01439693383872509
196000,27.75,30.75,8,0.005776023957878351
196500,26.25,29.25,8,0.011558093130588531
197000,23.5,26.5,8,0.014536978676915169
197500,22.25,25.25,8,0.010492086410522461
198000,23.75,26.75,8,0.011342419311404228
198500,21.0,24.0,8,0.013975147157907486
199000,20.75,23.75,8,0.009565362706780434
199500,20.62,23.62,8,0.020333463326096535
200000,21.25,24.25,8,0.01318625919520855
